fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L
Mahou,Cerveza Alhambra,ALHAMBRA RESERVA 1925,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwb8005eae/images/hi-res/IS1419-2.jpg,233.6057,240.5297,229.4588,94.0574,-3.8289,4.7076,17.2706
Mahou,Cerveza Alhambra,ALHAMBRA SIN,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwb8022caa/images/hi-res/IS2450-10.jpg,248.2817,243.7386,240.2932,96.3192,1.6641,2.2498,12.7545
Mahou,Cerveza Alhambra,ALHAMBRA TRADICIONAL,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw792539be/images/hi-res/IS2210-11.jpg,246.3293,237.7,235.3996,94.6155,3.1707,2.8789,16.5459
Mahou,Cerveza Alhambra,ALHAMBRA ESPECIAL,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwb5a92dff/images/hi-res/ALH-Especial-20cl-AF.jpg,247.9207,244.3504,240.2343,96.4385,1.1367,2.5269,12.2382
Mahou,Corona,PACK AHORRO CORONA,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwdeb54c70/images/hi-res/IS11100-1.jpg,238.7415,238.8233,236.6134,93.9705,-0.1005,0.8349,17.4827
Mahou,Corona,CORONA,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw09c92235/images/hi-res/IS1883.jpg,250.3268,247.9252,243.6248,97.5182,0.3753,2.4402,10.9301
Mahou,Corona,CORONA CERO,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw53c988cb/images/hi-res/IS11069-1.jpg,249.392,247.2539,240.7716,97.3408,0.3485,3.0723,9.3618
Mahou,Founders Brewing,FOUNDERS CENTENNIAL IPA,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw08a7dd5e/images/hi-res/IS1597-1 (2).jpg,235.5323,232.8109,229.4734,91.9518,0.6847,2.4098,20.9418
Mahou,Founders Brewing,DIRTY BASTARD,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw2dcac076/images/hi-res/IS1599-2.jpg,231.5112,229.4131,228.1791,90.3939,0.7538,1.068,24.7025
Mahou,Founders Brewing,KBS STOUT,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw04f8049d/images/hi-res/IS2336-3.jpg,234.1758,231.7076,228.9191,91.2687,0.5886,1.8877,24.0515
Mahou,Founders Brewing,PORTER,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw1af80164/images/hi-res/IS1600-2.jpg,228.9198,228.0007,227.5179,89.6689,0.3357,0.4325,26.2896
Mahou,Founders Brewing,MOSAIC PROMISE,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw1d1b15a5/images/hi-res/IS1995.jpg,223.6797,222.5213,222.8985,87.7408,0.8584,-0.0615,27.4153
Mahou,Founders Brewing,ALL DAY IPA,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwa04abd60/images/hi-res/3940.jpg,232.8838,230.6945,223.0724,91.043,-0.0302,4.1881,21.0189
Mahou,Budweiser,BUDWEISER,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw178acd3a/images/hi-res/IS2571-2.jpg,247.9991,243.8202,240.8679,96.2923,1.4636,2.1643,13.5457
Mahou,Budweiser,PACK AHORRO BUDWEISER,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw418dad24/images/hi-res/IS1859-1.jpg,243.7258,241.6572,242.2115,95.4167,0.9034,0.1237,12.4948
Mahou,Nómada Brewing,PETRICOR,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw430c3daf/images/hi-res/IS1586-2.jpg,243.69,240.0561,237.0271,94.887,1.3344,2.1235,15.0763
Mahou,Nómada Brewing,NATUREPILS,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw5768c64f/images/hi-res/8414-2.jpg,244.3042,239.7581,235.6702,94.685,1.4277,2.8692,17.2758
Mahou,Brutus,BRUTUS,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwa443f44e/images/hi-res/BOTELLA-BRUTUS-1.jpg,239.0384,235.8973,234.0426,93.0865,1.2185,1.6804,20.5617
Mahou,Brutus,CAJA COPAS BRUTUS,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwa1d25ed0/images/hi-res/1-copa-brutus.jpg,249.8609,250.0876,250.582,98.2132,0.0178,-0.2807,8.1841
Mahou,Agua Solán de Cabras,SOLÁN DE CABRAS,"https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwb7a50454/images/hi-res/SDC-1,5l.jpg",223.1598,233.4652,247.3238,92.2392,2.3517,-7.6377,20.622
Mahou,Agua Solán de Cabras,SOLÁN DE CABRAS GAS VIDRIO,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw2c3b5614/images/hi-res/IS8142-3.jpg,215.115,230.7495,243.1795,90.8366,0.7524,-7.5614,21.0945
Mahou,Agua Solán de Cabras,SOLÁN DE CABRAS ROSA,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwe3470476/images/hi-res/SDC_PetRosa_50cl.jpg,249.8136,229.6734,238.0881,93.3982,8.5082,-0.4527,15.6929
Mahou,Agua Solán de Cabras,EDICIÓN ESPECIAL SOLÁN DE CABRAS ROSA VIDRIO,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw4b9f31d7/images/hi-res/SdC-Silueta-Botella-sin-Logo-AECC-0.jpg,246.9443,233.5666,237.6217,93.682,5.6356,0.0039,13.2963
Mahou,Agua Solán de Cabras,SOLÁN DE CABRAS LATA,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw7b54936d/images/hi-res/IS8145-3.jpg,222.7514,229.9794,235.8759,90.5228,0.2956,-3.8993,22.4822
Mahou,Agua Solán de Cabras,AGUA,https://www.mahou-sanmiguel.com/on/demandware.static/Sites-TiendaMSM_ES-Site/-/default/dw58c789fd/images/x.png,123.7188,123.7188,123.7188,48.4609,-0.0012,0.0023,49.642
Mahou,Agua Solán de Cabras,SOLÁN DE CABRAS,"https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwb7a50454/images/hi-res/SDC-1,5l.jpg",223.1598,233.4652,247.3238,92.2392,2.3517,-7.6377,20.622
Mahou,Agua Solán de Cabras,SOLÁN DE CABRAS GAS VIDRIO,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw2c3b5614/images/hi-res/IS8142-3.jpg,215.115,230.7495,243.1795,90.8366,0.7524,-7.5614,21.0945
Mahou,Agua Sierra Natura,SIERRA NATURA GAS,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw9c1fcb27/images/hi-res/IS8093-5.jpg,238.6058,251.0212,242.8374,97.6973,-5.2459,2.9507,8.1056
Mahou,Malta y otras bebidas,BENDITO VERMUT,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwb4123c3e/images/hi-res/IS11019-1.jpg,227.8436,220.6732,220.3418,87.869,2.7801,1.9648,27.6639
Mahou,Malta y otras bebidas,PONY MALTA,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwdf88f923/images/hi-res/3851-1.jpg,237.7005,227.6604,226.3778,91.2681,4.6981,2.9516,20.4481
Mahou,Malta y otras bebidas,MARIANO TINTO DE VERANO,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw39c0627f/images/hi-res/01_DSC07789B.jpg,244.7002,238.2006,235.6408,94.59,2.3909,2.4468,16.9575
Mahou,Cristalería y hogar,CAJA COPA VENECIA 90CL.,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwfc23a730/images/hi-res/copa-venecia-tecnica.jpg,249.5354,249.2661,249.6154,97.9605,0.1523,-0.1373,8.2207
Mahou,Cristalería y hogar,CAJA VASO SABOY 45CL.,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwb28a61fe/images/hi-res/vaso-savoy-tecnica.jpg,250.4718,250.935,251.856,98.5318,0.0154,-0.5073,6.6684
Mahou,Cristalería y hogar,CAJA COPA BOCK 40CL,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwa6cc98ba/images/hi-res/Bock-40-ind.jpg,248.4807,248.4807,248.5098,97.5786,0.0038,-0.0121,11.1639
Mahou,Cristalería y hogar,CAJA VASO ELEMENTS 47 CL. AZUL,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw8e48000c/images/E-352-10-12-Blue-EL050.jpg,175.8887,178.168,234.8438,76.0944,17.9971,-26.1368,34.2916
Mahou,Cristalería y hogar,CAJA COPA ABADÍA 42CL.,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw16308eed/images/hi-res/Abadia-42-ind.jpg,249.9566,250.0518,250.6538,98.1882,0.0763,-0.3107,9.2478
Mahou,Cristalería y hogar,CAJA VASO SPLENDOUR 50CL.,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwf85f9d2b/images/hi-res/TENICA-CERVEZA-SPLENDOUR.jpg,246.6051,246.6051,246.6051,96.9622,-0.0024,0.0045,10.1234
Mahou,Cristalería y hogar,CAJA COPAS KONIK MAHOU SAN MIGUEL,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwf9df5505/images/hi-res/66000047-1.jpg,250.2385,250.2313,250.187,98.2473,-0.0082,0.0278,8.906
Mahou,Cristalería y hogar,"LIBRO ""REFLEJO DE UN COMPROMISO""",https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwe889fc59/images/hi-res/sdc-libro-0.jpg,232.6953,224.1051,223.9956,89.7506,3.3556,1.3504,13.9842
Mahou,Cristalería y hogar,"LIBRO ""LOS VEINTE ICONOS DE MADRID""",https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwf0f89e8c/images/hi-res/libro-iconos-madrid.jpg,228.5274,211.8209,214.7467,87.2393,6.9419,3.7547,22.5406
Mahou,Cristalería y hogar,BALCONNIA BY CORONA MERCEDES BELLIDO,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwf1db53c1/images/hi-res/Balconnia.jpg,246.8569,240.6395,233.0804,95.1762,1.1838,4.6961,12.6333
Mahou,Moda y accesorios,CAMISETA MANGA CORTA BVMPRS X SAN MIGUEL VERDE,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw2436a3f6/images/hi-res/camiseta-bvmpers-verde-2.jpg,175.3457,182.7748,178.333,71.8752,-3.9948,1.7159,34.7312
Mahou,Moda y accesorios,POLAR BVMPRS X SAN MIGUEL BEIGE,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw21e1d3da/images/hi-res/polar-bvmpers-beige-1.jpg,222.6024,215.3477,206.0184,86.1873,1.0439,5.7323,14.7894
Mahou,Moda y accesorios,CAMISETA MANGA LARGA BVMPRS X SAN MIGUEL BLANCO,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw44a571d7/images/hi-res/camiseta-bvmpers-blanco-2.jpg,240.8196,239.3976,237.7204,94.6165,0.2902,1.1867,9.541
Mahou,Moda y accesorios,POLO MAHOU X SECCO GRIS ROTO,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw6e441d44/images/hi-res/66000166-1.jpg,179.738,179.738,179.7369,71.562,-0.0021,0.0041,33.1651
Mahou,Moda y accesorios,CAMISETA MAHOU X SECCO A TOAST BLANCA,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw37757d0b/images/hi-res/66000153-1.jpg,246.8649,246.4404,248.4732,97.0981,0.5064,-0.9252,4.6021
Mahou,Moda y accesorios,CAMISETA MAHOU X SECCO CINCO DE CINCO AZUL AGUA,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwa257b6e7/images/hi-res/66000148-1.jpg,214.5262,230.7126,238.191,90.4998,-3.6072,-5.4882,12.56
Mahou,Moda y accesorios,SUDADERA MAHOU X SECCO A TOAST MARRÓN,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwa50f1fdb/images/hi-res/66000157-1.jpg,173.9013,164.4341,163.6951,66.3375,4.0028,2.0508,35.8822
Mahou,Moda y accesorios,SUDADERA MAHOU X SECCO A TOAST GRIS ROTO,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw04a6f5cb/images/hi-res/66000162-1.jpg,234.9247,234.3765,233.6117,92.7615,0.0489,0.4518,8.7438
Mahou,Moda y accesorios,CAMISETA ESTRELLAS OVERSIZE NEGRA,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwcf72ba05/images/hi-res/66000122.jpg,183.0266,181.5287,181.5373,71.3487,0.6077,0.3754,40.9306
Mahou,Moda y accesorios,GORRA 1890 PANA,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwb82d6901/images/hi-res/66000128.jpg,230.1785,193.2816,194.1444,82.3746,13.7101,8.7915,28.1316
Mahou,Moda y accesorios,CAMISETA VINTAGE OVERSIZE,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwe35ab4e0/images/hi-res/66000112.jpg,184.6457,184.6457,184.6457,72.34,-0.0019,0.0035,40.6048
Mahou,Moda y accesorios,SUDADERA 1890 CROP,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw7770b9ed/images/hi-res/Sudadera-Crop-Mahou.jpg,242.6365,239.4512,239.3017,94.8427,1.0845,0.6124,7.7163
Mahou,Moda y accesorios,FUNDA ORDENADOR MAHOU,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwdde59e57/images/hi-res/66000097.jpg,224.9762,158.5417,167.5459,75.1275,24.4013,13.9221,30.1409
Mahou,Moda y accesorios,CAMISETA 1890,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw9cbcae59/images/hi-res/66000108.jpg,250.2431,245.266,241.3624,96.9829,1.1475,2.8758,9.6439
Mahou,Moda y accesorios,CAMISETA ESTRELLAS OVERSIZE BLANCA,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwb74b1216/images/hi-res/66000117.jpg,246.5793,245.1724,245.23,96.7117,0.547,0.2793,6.7354
Mahou,Moda y accesorios,RIÑONERA MAHOU,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dw3a6a8e8a/images/hi-res/66000096.jpg,232.5906,214.9031,215.787,87.2943,7.4573,3.8449,26.2745
Mahou,Moda y accesorios,SUDADERA 1890,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwab8c1f64/images/hi-res/66000098.jpg,223.03,217.7806,218.5054,87.3103,2.0703,0.8368,16.7791
Mahou,Moda y accesorios,BOLSA CINCO ESTRELLAS,https://mahousfccprod.com/dw/image/v2/BBTJ_PRD/on/demandware.static/-/Sites-lasolana-master-catalog/default/dwd8aa33bb/images/hi-res/66000127.jpg,168.019,146.2319,154.2767,62.4737,9.4972,2.0357,37.9722
