fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Living Room Table Desk Lamp With LED Light Bulb - 24.25 Inches, Dark Bronze With White Shade",https://m.media-amazon.com/images/I/41puO8YSaxL._SX512_.jpg,238.6329,238.4622,237.89,93.764,-0.0243,0.3043,18.7482
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Scandinavian Real Blond-Wood Table Lamp with Marble Bottom, LED Bulb Included, 18.5""H, Beige",https://m.media-amazon.com/images/I/41GKLMSqyIL._SX512_.jpg,247.9747,247.6819,246.6567,97.4391,-0.0414,0.5661,5.3911
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Modern Art Deco Living Room Table Desk Lamp With Light Bulb - 6 x 6 x 24 Inches, Brass with Linen Shade",https://m.media-amazon.com/images/I/81FhAlFtd1L._SX512_.jpg,239.1501,235.1346,231.6523,93.0844,0.925,2.3562,14.2324
ABO,Hogar - Lámparas,"Rivet Lux Bendable Arm Marble and Brass Table Desk Lamp With Light Bulb - 22.5 Inches, Glass Shade",https://m.media-amazon.com/images/I/71rQhj8r29L._SX512_.jpg,245.4286,245.105,244.456,96.3934,0.0225,0.4059,12.162
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Contemporary Metal Table Lamp with Mercury Glass Accent, LED Bulb Included, 28.5""H, Dark Bronze",https://m.media-amazon.com/images/I/417UUlMThJL._SX512_.jpg,247.766,247.6285,247.4327,97.287,0.0354,0.1396,11.306
ABO,Tecnología - Auriculares,AmazonBasics On-Ear Headphones,https://m.media-amazon.com/images/I/71uTL6X0zfL._SX512_.jpg,167.4172,165.4679,164.8637,65.3481,0.7263,0.6676,40.6195
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Clear Glass Table Lamp with LED Light Bulb - 24.25 Inches, Dark Bronze",https://m.media-amazon.com/images/I/41gQirA2zsL._SX512_.jpg,238.8985,238.851,240.5627,94.0563,0.3525,-0.8489,16.6245
ABO,Hogar - Relojes pared,Amazon Brand - Solimo 12-inch Wall Clock - Hustle Time (Silent Movement),https://m.media-amazon.com/images/I/81BX-Oc3BPL._SX512_.jpg,172.5506,171.127,168.0692,68.4417,-0.014,1.7566,32.0148
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Alexa-Enabled Lamp, 76"" x 56"" x 15.5"", Brass",https://m.media-amazon.com/images/I/71xoCU9ZAyL._SX512_.jpg,252.2022,251.1843,249.5764,98.6418,0.1259,0.9488,8.1505
ABO,Hogar - Jarrones,"Amazon Brand – Stone & Beam Modern Ceramic Home Decor Flower Vase - 7 Inch, Teal White Tan",https://m.media-amazon.com/images/I/81p1zx67LuL._SX512_.jpg,219.4146,232.2054,231.73,91.0411,-4.2229,-1.0977,12.9272
ABO,Hogar - Lámparas,AmazonBasics Natural Himalayan Salt Plug-in Night Light - Cylinder Shape,https://m.media-amazon.com/images/I/51gYFFUftZL._SX512_.jpg,249.9922,238.8817,219.6888,94.9193,1.8606,10.988,10.3555
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Glass Column Brass Floor Lamp, With Bulb, Linen Shade, 13.0"" x 13.0"" x 59.0"", Brushed Brass",https://m.media-amazon.com/images/I/718WtA2A3iL._SX512_.jpg,249.6993,249.3788,248.5732,97.9866,-0.0233,0.4632,7.8212
ABO,Cocina - Botellas,"Amazon Brand - Solimo Borosilicate Glass Sports Bottle, 450 ml, Pink",https://m.media-amazon.com/images/I/81HmHN3yUjL._SX512_.jpg,196.6849,114.3157,144.5263,60.5605,31.9623,4.089,29.7121
ABO,Hogar - Marcos,"Amazon Brand – Stone & Beam Black and White Reading by the Water Photo Wall Art Decor - 18"" x 18"" Picture Frame, Black",https://m.media-amazon.com/images/I/91ojO2sahrL._SX512_.jpg,153.3828,155.2778,157.6769,61.6697,-0.1314,-1.4033,36.463
ABO,Cocina - Botellas,"Poecent Botella de Agua con Aislamiento al aspiradora, Botella de Agua de Acero Inoxidable, Ideal para Deportes al Aire última intervensión, Camping, Senderismo, Ciclismo, Picnic, 1 Paquete",https://m.media-amazon.com/images/I/41SEQjBJ59L._SX512_.jpg,242.6926,246.1708,244.8039,96.5821,-1.3889,0.3011,8.773
ABO,Hogar - Velas,"Amazon Brand - Solimo 3 Oz Jar Candles, Pack of 3 (Scented - Jasmine, Lemon Grass & Sandalwood)",https://m.media-amazon.com/images/I/6146qasCtXL._SX512_.jpg,233.8321,230.8725,226.3038,91.4857,0.4053,2.8744,14.8124
ABO,Tecnología - Auriculares,"Umi. Essentials TWS Bluetooth 5.0 IPX7 W5s Kabellose In-Ear-Kopfhörer für iPhone Samsung, Huawei mit Patentiertem Intelligenten Metall-Ladeetui (Silber)",https://m.media-amazon.com/images/I/31zp3-CP7oL._SX512_.jpg,183.3787,183.3787,183.3787,72.8682,-0.0019,0.0035,33.0717
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Traditional Tall Metal Table Lamp with Stacked Oval Accents, LED Bulb Included, 28.25""H, Dark Bronze",https://m.media-amazon.com/images/I/41uiqIgBnUL._SX512_.jpg,246.608,246.4079,246.6176,96.7948,0.1446,-0.046,13.6299
ABO,Tecnología - Auriculares,AmazonBasics PlayStation 3 Wired USB Chat Headset (Officially Licensed by Sony),https://m.media-amazon.com/images/I/71GMgZn-m6L._SX512_.jpg,212.3632,211.0968,210.3996,83.1105,0.4141,0.6055,32.4128
ABO,Hogar - Lámparas,"Rivet Contemporary Palm Tree Neon Table Lamp, 11.75""H, White AF44228",https://m.media-amazon.com/images/I/71kZ+SISWbL._SX512_.jpg,245.1116,242.8347,234.3619,95.3689,-0.2577,4.3741,17.6464
ABO,Hogar - Jarrones,"Amazon Brand – Stone & Beam Modern Oval Pattern Decorative Stoneware Vase, 6.6 Inch Height, Off-White",https://m.media-amazon.com/images/I/81r+eOh15JL._SX512_.jpg,230.8103,227.6544,224.7338,90.494,0.5885,1.8669,10.9241
ABO,Hogar - Relojes pared,"UMI. Essentials Silent Non Ticking Wall Clock, Black (Set of 2)",https://m.media-amazon.com/images/I/61XB6tw32hL._SX512_.jpg,121.2086,120.268,122.5443,47.478,0.9229,-1.2061,41.389
ABO,Tecnología - Auriculares,"AmazonBasics - Auriculares in-ear, color blanco",https://m.media-amazon.com/images/I/51ieSFlnLqL._SX512_.jpg,252.8816,252.7289,252.4157,99.2087,-0.0046,0.1723,3.1072
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Round Ceramic Table Desk Lamp with Light Bulb - 11 x 11 x 20 Inches, Burnt Orange and White Shade",https://m.media-amazon.com/images/I/81RQ8a6DJ1L._SX512_.jpg,223.9633,209.6877,203.8255,84.8929,5.4429,6.1434,22.4402
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Metal Adjustable Pharmacy Table Desk Lamp With LED Light Bulb - 29.75 Inches, Brushed Nickel",https://m.media-amazon.com/images/I/41semNG8zaL._SX512_.jpg,248.9189,248.4063,247.5563,97.6333,0.0356,0.5136,9.2929
ABO,Cosmética - Esmaltes,"FIND - French Manicure Nagellack 3er-Pack (n.1, n.2, Top Coat)",https://m.media-amazon.com/images/I/71J+jvB4seL._SX512_.jpg,229.2732,228.5953,229.1378,89.82,0.3758,-0.2316,26.8282
ABO,Hogar - Velas,"Amazon Brand - Solimo Wax Tealight Candles (Set of 100, Unscented)",https://m.media-amazon.com/images/I/61lR93HHNiL._SX512_.jpg,231.5081,230.1929,230.1935,91.0022,0.4997,0.22,18.5195
ABO,Hogar - Lámparas,Strathwood LED Grill Light with Stand,https://m.media-amazon.com/images/I/312YGC2GNRL._SX512_.jpg,239.707,239.8601,239.9439,94.3813,-0.0393,-0.0621,16.3222
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Table Lamp with Ceramic Base, Bulb Included, 16.5""H, White and Beige",https://m.media-amazon.com/images/I/51yhpP7qHVL._SX512_.jpg,239.6199,239.6451,239.0791,94.4322,-0.0973,0.3027,13.0695
ABO,Hogar - Lámparas,"Rivet Modern Ceramic Table Lamp with Geometric-Patterned Base, 22.75"" H, Grey",https://m.media-amazon.com/images/I/91e8ZgjZUPL._SX512_.jpg,216.1566,215.0696,215.0613,85.2601,0.4043,0.1555,24.7552
ABO,Tecnología - Auriculares,"AmazonBasics Lot de 5 répartiteurs audio 5 casques, Violet",https://m.media-amazon.com/images/I/61flIopwEVL._SX512_.jpg,215.0378,205.5796,224.9022,83.1978,8.0111,-9.1325,26.3098
ABO,Hogar - Lámparas,UMI Table Lamp Fabric Shade with Rectangular Wood Base 11.5 Inches,https://m.media-amazon.com/images/I/919NrXmGAnL._SX512_.jpg,196.0469,186.6809,181.2601,75.2846,2.9329,4.5384,28.6011
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Mid Century Modern Standing Floor Lamp with White Shade and LED Light Bulb - 58.25 Inches, Matte Black and Antique Brass",https://m.media-amazon.com/images/I/41zu5+hs8XL._SX512_.jpg,246.924,246.8501,247.0151,96.9124,0.0601,-0.068,14.1536
ABO,Hogar - Lámparas,"AmazonBasics LED Plug-in Night Light with Dusk to Dawn Sensor, Two Brightness Levels for Bedroom, Hallway, Stairs - 2.5"" x 2.5"", 6-Pack",https://m.media-amazon.com/images/I/71bAVgqsqAL._SX512_.jpg,239.2811,238.9199,240.7813,94.4366,0.4575,-0.8626,7.0034
ABO,Cosmética - Protectores solares,"Amazon Brand - Solimo Sheer Face Sunscreen SPF 30, Reef Friendly (Octinoxate & Oxybenzone Free), 3.0 Fluid Ounce",https://m.media-amazon.com/images/I/71vFa1gI79L._SX512_.jpg,239.5229,237.227,239.6817,93.9241,1.2979,-0.8403,13.348
ABO,Hogar - Lámparas,"Rivet Mid Century lámpara de pie moderna para salón con foco de luz – 58,5 pulgadas, latón",https://m.media-amazon.com/images/I/71+KMW6iPyL._SX512_.jpg,251.3801,251.0337,250.3007,98.5257,0.0177,0.4516,9.387
ABO,Hogar - Lámparas,"AmazonBasics Blendable LED Desk Lamp, 3 Lighting Modes with 5 Brightness Levels and 40-Minute Timer - 40 LEDs",https://m.media-amazon.com/images/I/61QqISb4KWL._SX512_.jpg,253.0842,253.0818,253.1048,99.334,0.0025,-0.0062,2.0361
ABO,Tecnología - Auriculares,Amazonbasics in-Ear Headphones with Universal mic Black EB01PK,https://m.media-amazon.com/images/I/519-j+a-thL._SX512_.jpg,240.6906,207.1658,224.8924,87.6484,13.9587,-1.6817,21.5304
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Swing Arm Standing Floor Lamp With LED Light Bulb - 58 Inches, Dark Bronze With White Shade",https://m.media-amazon.com/images/I/41ZnGlHY0wL._SX512_.jpg,250.8011,250.7946,250.9222,98.416,0.0253,-0.057,9.955
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Chevron-Patterned Table Lamp, Bulb Included, 15""H, Cannoli Cream",https://m.media-amazon.com/images/I/41nCy-NoHCL._SX512_.jpg,247.9624,248.0434,247.1572,97.5414,-0.1818,0.4291,4.7015
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Contemporary Spherical Glass Table Lamp, LED Bulb Included, 21.25""H, Seafoam Green",https://m.media-amazon.com/images/I/51CwlVm8P9L._SX512_.jpg,244.3381,245.397,246.4117,96.5642,-0.1756,-0.6055,7.0953
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Modern Round Table Lamp With LED Light Bulb - 17.50 Inches, Chrome with Clear Glass",https://m.media-amazon.com/images/I/41SHn0jzPOL._SX512_.jpg,246.6387,246.7997,247.3734,97.1135,0.0464,-0.2905,6.5831
ABO,Cocina - Cafeteras,"(Renewed) Amazon Brand - Solimo Zing Coffee Maker, Black (Ideal for Black coffee, Makes 4-6 Cups)",https://m.media-amazon.com/images/I/51OIoVfpqmL._SX512_.jpg,141.3971,141.3846,143.6765,55.9561,0.5343,-1.4008,41.1039
ABO,Cocina - Cafeteras,"AmazonBasics 12-Cup Coffee Maker with Reusable Filter, Black and Stainless Steel",https://m.media-amazon.com/images/I/717WxwMxNML._SX512_.jpg,173.7248,173.484,175.6998,68.647,0.5846,-1.247,38.3675
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Mid Century Modern 2 Light Living Room Floor Lamp With Integrated LED - 61 Inches, Matte Black &amp; Antique Brass",https://m.media-amazon.com/images/I/61f0K29qEHL._SX512_.jpg,251.2066,251.1388,251.085,98.5275,0.016,0.0397,10.2973
ABO,Hogar - Lámparas,Stone & ‿Beam Walters Lampe de travail vintage avec ampoule bleu,https://m.media-amazon.com/images/I/716q5noMOYL._SX512_.jpg,234.2495,234.098,235.1706,92.0764,0.3719,-0.6086,22.4904
ABO,Hogar - Lámparas,"Stone & Beam Modern Criss-Cross Lamp With Bulb, 21.5""H, Black",https://m.media-amazon.com/images/I/91YTBQuvM4L._SX512_.jpg,201.2799,202.1921,198.7994,80.0327,-0.9023,1.5771,28.8229
ABO,Hogar - Jarrones,"Amazon Brand – Ravenna Home Mid-Century Stoneware Vase, 10.9""H, Black",https://m.media-amazon.com/images/I/71KBbwT4xnL._SX512_.jpg,204.0747,204.0775,204.0908,80.4055,0.0002,-0.0051,33.4739
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Table Lamp with a Drum Shade, Bulb Included, 19.75""H, Gray",https://m.media-amazon.com/images/I/51gKGyDPcXL._SX512_.jpg,242.8525,242.7789,241.6577,95.6395,-0.1742,0.5841,9.3315
ABO,Tecnología - Auriculares,UMI by Amazon Écouteurs sans Fil Bluetooth 5.0 Hybrides Quad Drivers écouteur Umibuds Double Haut-parleurs stéréo sans Fil dynamiques des Basses Profondes imperméable IPX7 écouteurs sans Fil (Noir),https://m.media-amazon.com/images/I/61imkosX-IL._SX512_.jpg,132.2058,132.2058,132.2058,52.6989,-0.0014,0.0027,38.3543
ABO,Hogar - Lámparas,Pinzon Polished Nickel Orb Table Lamp with Black Shade,https://m.media-amazon.com/images/I/61lepTd-EmS._SX512_.jpg,208.7749,212.0178,213.071,83.4656,-0.9489,-1.0283,29.5533
ABO,Hogar - Relojes pared,Amazon Brand - Solimo 12-inch Wall Clock - Raft (Silent Movement),https://m.media-amazon.com/images/I/81kBoa4e+GL._SX512_.jpg,177.1022,185.1496,182.3535,72.9535,-3.0084,0.6801,33.1409
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Metal Living Room Standing Floor Lamp With LED Light Bulb - 59.25 Inches, Brushed Nickel with White Shade",https://m.media-amazon.com/images/I/41roUSw-WqL._SX512_.jpg,251.0197,251.0297,251.1295,98.5652,0.017,-0.0397,7.2772
ABO,Hogar - Relojes pared,"Umi. Essentials Digital Alarm Clock - 1.2 Inch Digits Display, Snooze, Non Ticking, Battery Operated Only, White",https://m.media-amazon.com/images/I/41BlFqkdEmL._SX512_.jpg,201.0452,188.1244,188.7379,76.5376,5.3235,3.0377,33.9958
ABO,Hogar - Relojes pared,"Amazon Brand - Solimo 11.25-inch Wooden Wall Clock - Designer Flower (Step Movement, Black Frame)",https://m.media-amazon.com/images/I/71+h0u+OHoL._SX512_.jpg,185.526,181.7347,181.7284,71.6547,1.6996,0.6255,40.4331
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Globe Stick Table Lamp, 19""H, White Marble",https://m.media-amazon.com/images/I/713Qkf+uuBL._SX512_.jpg,247.7965,247.249,246.875,97.2782,0.1434,0.2796,7.9637
ABO,Cosmética - Champús,"365 EVERYDAY VALUE Citrus Grapefruit Shampoo, 16 FZ",https://m.media-amazon.com/images/I/519ztQtkPuL._SX512_.jpg,230.8691,221.7828,214.7471,89.0588,2.9581,5.2855,15.4446
ABO,Hogar - Lámparas,"Stone & Beam Modern Metal Table Lamp, 23""H, Antique Brass",https://m.media-amazon.com/images/I/81hHi6HxCWL._SX512_.jpg,238.1857,235.8609,232.9148,93.0951,0.3556,1.8312,16.6878
ABO,Hogar - Relojes pared,Amazon Brand - Solimo 12-inch Wall Clock - Pasture (Silent Movement),https://m.media-amazon.com/images/I/71RaM2NYvpL._SX512_.jpg,182.9751,199.4123,177.9571,77.5017,-8.9315,9.1264,31.2589
ABO,Tecnología - Auriculares,"AmazonBasics - Auriculares Bluetooth, con correa para el cuello, más de 8 horas de reproducción de música, impermeables, color blanco",https://m.media-amazon.com/images/I/71mZ6aN9zYL._SX512_.jpg,241.6948,241.6655,241.7215,94.8491,0.0233,-0.0264,19.6665
ABO,Hogar - Lámparas,Rivet Mid-Century Lámpara de trabajo moderna,https://m.media-amazon.com/images/I/71UD6Z1xsAL._SX512_.jpg,251.0875,250.9156,250.727,98.4621,0.0372,0.1242,10.0964
ABO,Hogar - Lámparas,"AmazonBasics Lámpara led de escritorio, doble cabezal, 3 modos de iluminación con temporizador de 40 minutos y control táctil - 48 ledes",https://m.media-amazon.com/images/I/61OxldAHXoL._SX512_.jpg,253.3935,253.3901,253.4305,99.4396,0.006,-0.0147,2.3278
ABO,Cocina - Cafeteras,"Amazon Brand - Vedaka Filter Coffee, Dark Roast, Coffee: 80%, Chicory: 20%, 200g",https://m.media-amazon.com/images/I/71ZaRWbQB1L._SX512_.jpg,218.7225,200.2605,190.272,81.3935,6.4503,8.8393,28.895
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Contemporary Metal Accent Table Lamp, LED Bulb Included, 32""H, Dark Bronze",https://m.media-amazon.com/images/I/71MRb9YJq2L._SX512_.jpg,244.3671,243.5376,243.136,95.8126,0.2868,0.3581,14.4016
ABO,Hogar - Relojes pared,"Amazon Brand - Solimo 12-inch Wall Clock - Galaxy (Step Movement, White Frame)",https://m.media-amazon.com/images/I/71kCR3R7l4L._SX512_.jpg,164.0891,166.2164,172.1549,65.7321,0.7946,-3.6971,38.9215
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Round Base Table Lamp with LED Light Bulb, 20""H, Dark Bronze",https://m.media-amazon.com/images/I/51ple0HdzaL._SX512_.jpg,236.5924,236.6677,236.9339,93.0202,0.0317,-0.1245,20.8456
ABO,Cocina - Tostadoras,"AmazonBasics 2-Slot Toaster, White",https://m.media-amazon.com/images/I/71u6TIuxd5L._SX512_.jpg,223.917,224.3377,225.0883,88.9173,-0.004,-0.4229,16.3941
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Modern Farmhouse Wood Base Adjustable Living Room Floor Lamp With LED Light Bulb And White Shade- 16 x 16 x 66.25 Inches, Black",https://m.media-amazon.com/images/I/418DZS6SpTL._SX512_.jpg,248.4264,248.1707,248.1149,97.4659,0.1128,0.0908,12.1338
ABO,Cosmética - Protectores solares,"Amazon Brand - Solimo General Protection Sunscreen Lotion SPF 50, 10.4 Fluid Ounce",https://m.media-amazon.com/images/I/31LoXCz8xyL._SX512_.jpg,201.4933,198.4994,212.6234,80.2401,5.7341,-7.1151,24.3549
ABO,Hogar - Lámparas,"AmazonBasics LED Plug-in Night Light with Dusk to Dawn Sensor, Two Brightness Levels for Bedroom, Hallway, Stairs - 2.5"" x 2.5"", 6-Pack",https://m.media-amazon.com/images/I/71rwzUEnstL._SX512_.jpg,239.1563,238.8543,240.4651,94.4001,0.3926,-0.7489,7.1702
ABO,Tecnología - Monitores,"AmazonBasics Dual LCD Monitor Stand - Free Standing Mount, Steel",https://m.media-amazon.com/images/I/6113reLZGUL._SX512_.jpg,199.6842,199.6842,199.6776,78.6633,-0.0034,0.0077,34.7958
ABO,Hogar - Velas,"Amazon Brand - Solimo Votive Glass Candles, Pack of 12 (Scented - Lavender, Lemon Grass & Rose)",https://m.media-amazon.com/images/I/71UYmR+ObFL._SX512_.jpg,208.9882,201.4055,199.7723,81.2319,2.6241,2.109,20.4283
ABO,Tecnología - Auriculares,AmazonBasics In-Ear Headphones - Blue,https://m.media-amazon.com/images/I/51EOx4I8JBL._SX512_.jpg,213.4916,226.334,238.8137,89.2992,-0.0806,-7.6478,18.6384
ABO,Hogar - Velas,"Amazon Brand - Solimo Colored Wax Tealight Candles (Set of 50, Unscented)",https://m.media-amazon.com/images/I/716MGIGLuhL._SX512_.jpg,235.1178,229.5814,223.5012,91.1032,1.5265,4.1749,20.3828
ABO,Hogar - Relojes pared,"Amazon Brand - Solimo 12-inch Wall Clock - Different Strokes (Step Movement, Black Frame)",https://m.media-amazon.com/images/I/81OFdoyB+yL._SX512_.jpg,197.8942,160.2828,151.5186,68.9848,13.9284,12.389,32.1124
ABO,Cocina - Botellas,"AmazonBasics Food & Water Feeder, Large",https://m.media-amazon.com/images/I/816HYMI06cL._SX512_.jpg,228.1407,227.5713,227.947,89.7239,0.3683,-0.0867,23.5981
ABO,Hogar - Jarrones,"Amazon Brand – Rivet Modern Geometric Stoneware Home Decor Flower Vase - 6.9 Inch, White",https://m.media-amazon.com/images/I/81eTfXCtWoL._SX512_.jpg,229.4561,229.4146,225.6917,90.8716,-0.655,1.8743,10.2817
ABO,Hogar - Lámparas,"Rivet ALT0316055-D Alexa Enabled Needle Lamp, 12.0"" x 12.0"" x 20.0"", Table Antique Brass",https://m.media-amazon.com/images/I/81i7pGRsnZL._SX512_.jpg,243.4577,237.6521,231.4257,94.1109,1.1429,3.9625,12.3989
